amenity	name	operator	addr:housenumber	addr:neighbourhood	addr:place	tourism	brand	layer	ref:mise	wheelchair	name:ru	alt_name	religion	wikidata	addr:postcode	ethnicity	museum	name:hu	opening_hours	phone	denomination	cuisine	diet:kosher	addr:city	addr:street	email	website	wikipedia	atm	shop	name:en	contact:housenumber	contact:street	fax	internet_access	rooms	stars	takeaway	toilets	ferry	public_transport	cargo	description:en	dispensing	toilets:wheelchair	name:it	source	url	short_name	note	ref:vatin	restaurant:type:it	authorization	addr:country	internet_access:fee	name:es	name:zh	start_date	name:de	FIXME	loc_name	description	image	maintenance	source:pkey	wetap:credit	wetap:photo	wetap:status	contact:phone	organic	contact:facebook	contact:skype	smoking	is_in	outdoor_seating	fixme	fuel:lpg	wifi	contact:twitter	capacity	diet:gluten_free	name:ko	contact:email	artwork_type	name:be	name:nl	name:pl	name:pt	name:ro	name:sh	name:sr	name:uk	local_name	historic	entrance	building	source:name	addr:hamlet	delivery	ref:enel:code	ref:enel:serial_number	name:fr	salt	brand:wikidata	brand:wikipedia	ele	operator:wikidata	operator:wikipedia	books	second_hand	payment:bitcoin	payment:litecoin	tourism_1	barrier	croissant:type	price	microbrewery	tourism_2	description:hu	name:ja	addr:province	addr:housename	country	diplomatic	other	old_name	line	contact:website	vending	diet:vegan	diet:vegetarian	information	level	opening_hours:signed	note:it	breakfast	breakfast:buffet	swimming_pool	bus	description:de	highway	contact:fax	contact:neighbourhood	clothes	internet_access:ssid	faculty	contact:city	contact:postcode	addr:conscriptionnumber	canoe_rental	kayak_rental	artist_name	material	addr:unit	payment:american_express	payment:cash	payment:credit_cards	payment:debit_cards	payment:maestro	payment:mastercard	payment:visa	payment:visa_debit	payment:visa_electron	emergency	shop_1	access	capacity:disabled	fee	lit	park_ride	parking	smoothness	surface	addr:number	boat:parts	name:cs	facebook	isced:level	operator:type	addr:suburb	guest_house
bank	Crédit Agricole																																																																																																																																																																																				
	Lo Studiolo di Gianni Aricó																										https://gianniarico.weebly.com/			art																																																																																																																																																							
	Sparc		2828a	San Marco											30124												https://www.veniceartfactory.org/sparc			art																																																																																																																																																							
	Faidra Hanna																													jewelry																																																																																																																																																							
	Wild Kong 230					artwork																					http://www.galerie-orlinski.com/en/portfolio/wild-kong-3/																																																																																																																													Richard Orlinski																													
	Belair Fine Art																													art																																																																																																																																																							
restaurant	Bistrot de Venise		4685																						Calle dei Fabbri																																																																																																																																																												
	Max Mara																													clothes																																																																																																																																																							
bank	Banco Mediolanum																																																																																																																																																																																				
	Nautica																													boat																																																																																																																																																	yes						
	Ermenegildo Zegna																													clothes																																																																																																																																																							
	Fasoli																													watches																																																																																																																																																							
	Rene Caovilla																													shoes																																																																																																																																																							
	Dior																													clothes																																																																																																																																																							
	Chanel																													clothes																																																																																																																																																							
	Tag Heuer																													watches																																																																																																																																																							
	Chanel																													jewelry																																																																																																																																																							
	Loro Jiana																													clothes																																																																																																																																																							
	Saint Laurent																													clothes																																																																																																																																																							
	Hermes																													clothes																																																																																																																																																							
	Omega																													watches																																																																																																																																																							
	Jimmy Choo																													shoes																																																																																																																																																							
	Sisley																													clothes																																																																																																																																																							
	Bulgari																													jewelry																																																																																																																																																							
	Guiseppe Zanotti Design																													shoes																																																																																																																																																							
	Louis Vuitton		1349	San Marco																										clothes																																																																																																																																																							
	Fratelli Rossetti																													clothes																																																																																																																																																							
	Cartier		1474	San Marco																										jewelry																																																																																																																																																							
	Bottega Veneta																													clothes																																																																																																																																																							
	Prada																													clothes																																																																																																																																																							
	Versace																													clothes																																																																																																																																																							
	Salvatore Ferragamo																													clothes																																																																																																																																																							
	Gucci																													clothes																																																																																																																																																							
	Moncler																													clothes																																																																																																																																																							
	Chanel																													clothes																																																																																																																																																							
pharmacy	Farmacia Internazionale																																																																																																																																																																																				
	Dolce & Gabbana																													clothes																																																																																																																																																							
	Pomellato																													jewelry																																																																																																																																																							
	Tod's																													clothes																																																																																																																																																							
	Fabiana Filippi																													clothes																																																																																																																																																							
	Giorgio Armani																													clothes																																																																																																																																																							
place_of_worship	Chiesa Evangelica Valdese																														Valdese Evangelical Church																																																																																																																																																						
bar	Rialto																																																																																																																																																																																				
	Drogheria Mascari																													confectionery																																																																																																																																																							
	Pinocchio Store																													toys																																																																																																																																																							
	Nino									no																				confectionery																																																																																																																																																							
restaurant	Ristorante da Lorenzo									yes																																																																																																																																																																											
cafe	Gelateria																																																																																																																																																																																				
restaurant	Trattoria Del Carletto																																																																																																																																																																																				
	Fabris																													clothes																																																																																																																																																							
restaurant	Osteria No 1																																																																																																																																																																																				
	Vizio																													jewelry																																																																																																																																																							
	Cenedese																													gift																																																																																																																																																							
	Vivani																													optician																																																																																																																																																							
	il Mercante Veneziano		2139							no																				gift																																																																																																																																																							
	Domino Arte																													gift																																																																																																																																																							
cafe	Tabacchi									no																																																																																																																																																																											
restaurant	Bucintoro																																																																																																																																																																																				
cafe	Venice Cream																																																																																																																																																																																				
	Sansovino Exchange Excursions									no																				travel_agency																																																																																																																																																							
	Riviera del Leon									no																				gift																																																																																																																																																							
	Palesa Gallery																													gift																																																																																																																																																							
bar	OrientalBar																																																																																																																																																																																				
	Bata									no																				shoes																																																																																																																																																							
	Caledonza									no																				clothes																																																																																																																																																							
	Maxmara									no																				clothes																																																																																																																																																							
	Sephora									no																				beauty																																																																																																																																																							
	O Bag									no																				gift																																																																																																																																																							
	Fabris																													gift																																																																																																																																																							
	Miani																													jewelry																																																																																																																																																							
	Ca'Zulian					guest_house																													wlan																																																																																																																																																		
	Zanutta																													furniture																																																																																																																																																							
restaurant	Ca'Eolia																																																																																																																																																																																				
	Hebella																													clothes																																																																																																																																																							
	Bata									no																				shoes																																																																																																																																																							
cafe	Millevoggie									yes																																																																																																																																																																											
restaurant	Trattoria Pizzeria Ca'Dafone									no																																																																																																																																																																											
	Salone Pamela																													beauty																																																																																																																																																							
	Nino									no																				confectionery																																																																																																																																																							
cafe	12 Oz Coffee Joint									yes																																																																																																																																																																											
	Dal Mas									no																				convenience																																																																																																																																																							
	TIM									no																				mobile_phone																																																																																																																																																							
	Virus																													optician																																																																																																																																																							
	Captain Cook Candy Shop																													confectionery																																																																																																																																																							
	Pasta & Pasta		5374																Mo-Su 11:00-22:00											pasta																																Fresh Pasta to go																																																																																																																							
waste_basket	Mülleimer																																																																																																																																																																																				
	Mariangela Artist's Lodge B&B					guest_house																					http://www.venice-lodge.com																																			B&B																																																																																																																							
restaurant	Zanze XVI		231												30135					+39 041715394				Venezia	Santa Croce	info@zanze.it	https://zanze.it																																			Osteria veneziana.																																																	yes																																																																						
	CherryTree Venezia		4548												38037									Venezia	Calle de San Luca	info@cherrytreevenice.com				watches													Wooden watches and sunglasses - Italian design - 100% natural wood																			Orologi e occhiali in legno naturale.																																																	yes																																																																						
restaurant	InAcqua																																																																																																																																																																																				
restaurant	Vecia Cavana																																																																																																																																																																																				
	WellVenice Cà D'Oro		4002			apartment									30121									Venezia	Calle Priuli	wellvenice@gmail.com	https://www.booking.com/Share-3ykXzv																																			WellVenice Cà D'Oro is a tourist apartment of the WellVenice collection. It is possible to book a holiday in this apartment on Booking. com, Airbnb or Google Hotel ADS.																																																																																																																							
	WellVenice Grand Canal	WellVenice Collection	1112 A			apartment									30125									Venezia	Fondamenta de la Pasina	wellvenice@gmail.com	https://www.booking.com/Share-Zi9Kol								yes	0																			no							WellVenice Grand Canal is a tourist apartment of the WellVenice collection. It is possible to book a holiday in this apartment on Booking. com, Airbnb or Google Hotel ADS.											no																																																																																	Sestiere S. Polo																											
bar	Mio		1176																						Calle Frezzaria																																																																																																																																																												
cafe	Snack Bar Arcobaleno																																																																																																																																																																																				
restaurant	Trattoria alla fonte pizzeria		3820	Castello																		pizza																																																																																																																																																															
pharmacy	Prodet		3640	Castello																																																																																																																																																																																	
restaurant	Osteria ai Schiavoni		3743	Sestiere Castello																+39 041 5226763																																																																																																																																																																	
fast_food	Snack & Pizza		3741																																																																																																																																																																																		
ice_cream	gelato di natura		1916							no									Mo-Su 10:00-00:00																																								Eisdiele - gelato di natura																																																																																																																										
place_of_worship	Scuola Italiana												jewish	Q65015																																																																																																																																																																		Italská synagoga					
	WellVenice Rialto		4780			apartment									30125					+393479779248				Venezia	Calle Bembo	wellvenice@gmail.com	https://www.booking.com/Share-C3AgEJ								wlan																											WellVenice Rialto is a tourist apartment of the Wellvenice Collection. It is possible to book a holiday in this apartment on Booking.com or Airbnb																																																																																												Sestiere S. Marco			yes																								
	WellVenice Fenice	WellVenice Collection	2002			apartment									30124					+393479779248				Venezia	Sotoportego del Caffettier	wellvenice@gmail.com									wlan																											WellVenice is a tourist apartment of  the WellVenice Collection. It is possible to book a holiday in this apartment on Booking.com or Airbnb.																																																																																												Sestiere S. Marco			yes																								
	WellVenice Campiello		2215			apartment									30125					+393479779248				Venezia	Campiello Del Forner	wellvenice@gmail.com	https://www.booking.com/Share-lR1sMS																																			WellVenice Campiello is a tourist apartment of the WellVenice Collection. I is possible to book a holiday in this apartment on Booking.com or Airbnb.																																																																																												Sestiere S. Polo			yes																								
restaurant	Spontini		3843							yes					30121				Mo-Su 11:00-23:00			italian_pizza			Strada Nova		http://www.spontinimilano.com								wlan																																																																																																																																																		
	Coop																													supermarket																																																																																																																																																							
	4657																													alcohol																																																																																																																																																							
restaurant	Trattoria Altanella																								Calle de le Erbe																																																																																																																																																												
restaurant	Osteria Ruga di Jaffa		4864												30122					+39 0412411062				Venezia	Calle Ruga Giuffa	osteriarugadijaffa@gmail.com	http://www.osteriarugadijaffa.it																																			Osteria tipica veneziana. Spuntini veneziani a base di pesce, dolci e vini in un locale luminoso con specchi e arredi di legno retrò.																																																	yes																																																																						
bar	Frulala									yes																																																																																																																																																																											
restaurant	Gianni		918A		Dorsoduro																	italian		Venezia																																																																																																																																																													
restaurant	Osteria Il Milion		5841		Cannaregio														We closed	+39 041 5229302		italian		Venezia			http://ilmilion.com/																																																																																																																																																										
	Pasticceria Ponte delle Paste		5991																	+39 041 2410173				Venezia	Ponte del Pistor					bakery																																																																																																																																																			https://www.facebook.com/pasticceriapontedellepastevenezia				
bar	Osteria Al Tajer		5068		Cannaregio															+39 041 5230550				Venezia																																																																																																																																																									https://www.facebook.com/osteriaaltajervenezia/				
	Air BNB					hotel																																																																																																																																																																															
	hôtel florida					apartment																																																																																																																																																																															
	Panificio Albonico																													bakery																																																																																																																																																							
restaurant	Trattoria al Ca		3845							yes									Mo-Su 11:00-23:00			italian;italian_pizza;seafood;noodles;pasta;pizza			Crosera		http://www.cafoscarialcanton.it/				Trattoria Ca Foscari Al Canton														yes	Trattoria Ca Foscari Al Canton													Trattoria Ca Foscari Al Canton																																																																																																																										
restaurant	Osteria Ruga Rialto		695A	San Polo						no																																																																																																																																																																											
fast_food	Farini		655	San Polo						yes												pizza																																																																																																																																																															
	Raggio Veneziano		2753	San Marco															Mo-Su10:00-19:00	+39 041 241 2712										bag																																																																																																																																																							
fast_food	Fresh Pasta To Go		2975																	+390412410919		pasta			Calle del Forno		https://www.freshpasta2go.it/en/																																																																																																																																																										
	Maneki Neko		3820	San Marco																+39 041 520 3340					Campo Sant'Anzolo	info@manekineko.it	http://www.manekineko.it			clothes																																																																																																																																																							
restaurant	Tapas																																																																																																																																																																																				
	San Marco					information																																																																																																																																																																															
restaurant	Pizza kebab Toletta																																																																																																																																																																																				
restaurant	The cafeteria @ Palazzo Cavalli Franchetti Buffet																																																																																																																																																																																				
restaurant	Orient Experience 2																																																																																																																																																																																				
restaurant	Birreria																																																																																																																																																																																				
	Charming Apartment					hotel																																																																																																																																																																															
	Venice					information																																																																																																																																																																															
restaurant	Bar alla Toletta																																																																																																																																																																																				
restaurant	Al Timon																																																																																																																																																																																				
restaurant	Wok N'Go Srl																																																																																																																																																																																				
cafe	Magnum Venezia																																																																																																																																																																																				
restaurant	Da Mamo Pizzeria		5251																																																																																																																																																																																		
pub	Renee																																																																																																																																																																																				
restaurant	Antica Sacrestia																																																																																																																																																																																				
	Casa Cardinal Piazza					hotel																																																																																																																																																																															
restaurant	La Nuova Perla		1645																					Venezia	Castello																													IT																																																																																																																															
bar	Caffe' snack bar Dogale																																													Caffe' snack bar Dogale																																																																																																																																							
bar	Bottega del caffé dersut																																													Bottega del caffé dersut																																																																																																																																							
restaurant	Ostaria A La Campana																																																																																																																																																																																				
restaurant	Diana																																																																																																																																																																																				
restaurant	Leone Alato																																																																																																																																																																																				
restaurant	Ristobar San Polo		2024							yes					30125					+39 041 523 7218		italian;pizza		Venezia	Salizada San Polo																																																		yes						yes																																																																																																				
	Majer																		Mo-Sa 07:00-20:00; Su 08:00-20:00											bakery																																																																																																																																																							
cafe	Rosa Salva		951																						Calle Fiubera																					E.Rosa Salva																																																																																																																																							
	Dalla Bella		5493/A Castello												30100					3519220023					Calle de la Malvasia					hairdresser																																																																																																																																																							
	Despar																													supermarket																																																																																																																																																							
restaurant	Osteria da Fiore		2202/A																	+39 041 721308					Calle del Scaleter																																																																																																																																																												
restaurant	Al 133		133																Mo-Su 07:00-23:00			breakfast;burger			Salizada San Pantalon																																																																																																																																																												
	Crai Supermarket																		Mo-Su 08:00-23:30						Campo San Tomà					supermarket																																																																																																																																																							
	Casanova Apartement		5457			apartment									30124									Venezia	Calle de la Bissa										wlan																																																																																																																							San Marco																											
	Oreficeria Gioielleria Dogale		4318												30122					+39 0415287549				Venezia	Sestiere di Castello	info@webjewels.it	http://www.gioiellivenezia.com			jewelry																																Negozio laboratorio di produzione gioielli in oro e pietre preziose: moretti ed altri gioielli esclusivi personalizzati realizzati a mano, teschi vanitas, corniole incise, gioielli con opali e molto altro.																																																	yes																																																																						
university	Malcalton Marcorà / Campus Umanistico	Università Ca' Foscari di Venezia								yes																																																																																																																																																																								6	public		
	Hotel Ca dei Conti Venedig					hotel									30122					+390412770500						info@cadeiconti.com	https://www.cadeiconti.com/sv/								wlan																																																																																																																																																		
	Libreria Editrice Cafoscarina		3259												30123									Venezia	Calle Foscari		http://www.cafoscarina.it/			books																																																																																																																																																							
restaurant	Mad Bread		2924												30125					0413031244		italian;fish;mediterranean			Fondamenta del Forner	madbreadve@iCloud.com	http://www.madbreadco.com																																																																																																																																																										
	Al Portico		1804	Cannaregio	Cannaregio	hotel																					https://alportico.com/en/																																																																																																																																																										
	Pantagruelica																								Campo San Barnaba					deli																																								limited																																																																																																															
	NaturaSi		2264																Mo-Sa 09:00-20:00						Calle Della Regina		naturasi.it			supermarket																																organic supermarket								only																																																																																																															
	Cà del Giazzo		5637			apartment									30122									Venezia	Calle Giazzo																																																																																																																																																												
	Hotel dalla mora					hotel													Mo-Su 08:00-20:00																																																																																																																																																																		
	Crai																													supermarket																																																																																																																																																							
cafe	Caffè Brasilia																																																																																																																																																																																				
	Punta della Dogana					viewpoint																																																																																																																																																																															
cafe	AE Veste																					italian_pizza;pizza													wlan																																																																																																																																																		
restaurant	Bigoi																																																																																																																																																																																				
restaurant	Aromi																																																																																																																																																																																				
ferry_terminal	"Accademia ""C"""																																							yes	station									This stop was used for ACTV Linea 2 when I visited in October 2018.  Have not moved the route to this stop because I don't know whether the routing is permanent, so do not want to change any routing or relations without being absolutely certain,																																																																																																																																			
restaurant	Ristorante NOEMI		30124																Mo-Su 11:30-00:00	0415225238		italian			Calle dei Fabbri	info@ristorantenoemi.com	http://www.ristorantenoemi.com				NOEMI				wlan																																																																																																																																																		
	Hat Shop		2235																						Calle del Scaleter					clothes																																																																																																																																																							
bar	San Cassian																																																																																																																																																																																				
fast_food	KFC																																																																																																																																																																																				
fast_food	Chips Amsterdam																																																																																																																																																																																				
	Original Marines																		Mo-Sa 09:30-19:30; Su 10:30-19:00								http://originalmarines.com			clothes																																																																																																																																																							
	C'era una Volta		3739																Mo-Sa 10:00-19:30	0039 041 718899					San Pantaleon	c-era-una-volta@libero.it	http://www.ceraunavoltavenezia.com			toys																																																																																																																																																							
	Paperoowl	Stefania Giannici	2155												30174				Mo-Fr 10:30-18:00					Venezia	Santa Croce					jewelry																																																																																																																												A																											
restaurant	Ostaria al Garanghelo		1570												30125				Mo-Su 11:00-23:00	+39 041721721		local			Calle dei Boteri	ostaria@algaranghelo.it	http://www.algaranghelo.it/en/																																																																																																																																																										
	Hotel Gorizia A La Valigia		4696			hotel									30124					+39 041 5223737				Venezia	Calle Fabbri										wlan		3																		no																																																																																																																													San Marco	
	Fanny		2723		San Polo										30125					+39 041 5228266				Venezia						leather																								IT																																																																																																						yes				yes	yes																				
restaurant	Muro														30125									Venezia	San Polo																													IT																					yes																																																																																																										
restaurant	Trattoria da Ignazio		2749		San Polo					limited					30125					+39 41 5234852		italian		Venezia		info@trattoriadaignazio.com	https://www.trattoriadaignazio.com																											IT																			outside		yes																																																																																																										
	Mercedes Murano Glass		2680		San Polo					limited					30125					+39 351 8101518				Venezia						art																								IT																																																																																																																															
ferry_terminal	"San Zaccaria (Danieli) ""E"""	ACTV																																																																																																																																																																																			
music_school	Conservatorio di Musica B Marcello		2809																					Venezia	San Marco																																																																																																																																																												
arts_centre	Giudecca Art District (GAD)																										https://www.facebook.com/giudeccaartdistrict																																																																																																																																																										
bar	Officina San Barnaba		2715B																						Calle Lunga San Barnaba		https://www.facebook.com/officinasanbarnaba																																																																																																																																																										
bar	Cantina		429																Mo-Su 08:00-20:00						San Polo																					Cantina Do Mori																																																																																																																																							
	Tonolo																		Tu-Su 07:30-20:00	+39 041 523 7209							http://business.site			confectionery																																																																																																																																																							
bar	Bar Stella Polare		4653												30121				Mo-Su 07:00-23:30	+39 331 546 3479		italian;italian_pizza;ice_cream;seafood;pasta;pizza			Rio Tera' Santi Apostoli										wlan																																																																																																																																																		
bar	Bar Snack Bar Nostro																		Mo-Su 07:00-00:00	+39 041 523 7215					Bar Snack Bar Nostro, Sotoportego de la Bissa, 5468, 30124 Venezia VE, Италия																																																																																																																																																												
